Run,Agent,Iteration,Net Utility
4,DR 1,17,473.2604433468221
4,DR 1,18,398.53037810336383
4,DR 1,19,482.7533184702449
4,DR 1,20,426.03878383028325
4,DR 1,21,445.2272066945186
4,DR 1,22,460.72297970403343
4,DR 1,23,534.8040760721734
4,DR 1,24,458.7621333958516
4,DR 1,25,352.05706706199584
4,DR 1,26,470.68527067621096
4,DR 1,27,452.77117748531856
4,DR 1,28,338.1062965628282
4,DR 1,29,458.4942130932536
0,DR 2,0,-3319.4482592481213
0,DR 2,1,-2287.944480438043
0,DR 2,2,-58.31191260489274
0,DR 2,3,-4.157151038205352
0,DR 2,4,38.88125354019954
0,DR 2,5,54.854080238960265
0,DR 2,6,25.42763207409593
0,DR 2,7,390.9037537106627
0,DR 2,8,516.0027106984945
0,DR 2,9,559.3113306800848
0,DR 2,10,527.8195722159512
0,DR 2,11,642.3821494809544
0,DR 2,12,522.2473748331751
0,DR 2,13,726.6956836613467
0,DR 2,14,604.008599404997
0,DR 2,15,686.3179125543683
0,DR 2,16,618.5164129684686
0,DR 2,17,698.9436313296301
0,DR 2,18,700.4055437642818
0,DR 2,19,669.2487165389716
0,DR 2,20,596.1276109972658
0,DR 2,21,510.44803114296144
0,DR 2,22,585.0058711540029
0,DR 2,23,491.3465488627351
0,DR 2,24,483.6293952454552
0,DR 2,25,442.51099901381167
0,DR 2,26,479.10938293221875
0,DR 2,27,461.7464836944
0,DR 2,28,617.1405227890717
0,DR 2,29,616.3656071329486
1,DR 2,0,-4697.726995417372
1,DR 2,1,-1690.809975460007
1,DR 2,2,-181.33172601507093
1,DR 2,3,-19.853333679886084
1,DR 2,4,-57.06010924722214
1,DR 2,5,209.16333974274536
1,DR 2,6,83.93888858372561
1,DR 2,7,481.4920651556509
1,DR 2,8,377.4253806480219
1,DR 2,9,514.0325277929335
1,DR 2,10,485.36319804590016
1,DR 2,11,450.16418888984515
1,DR 2,12,528.1380376773393
1,DR 2,13,448.1181103798126
1,DR 2,14,627.3634044211691
1,DR 2,15,642.22780205949
1,DR 2,16,521.4369101211886
1,DR 2,17,466.53803243012214
1,DR 2,18,516.3161960886762
1,DR 2,19,491.36036810419625
1,DR 2,20,541.6285641940916
1,DR 2,21,526.0030763753117
1,DR 2,22,517.1135834887614
1,DR 2,23,504.7569591202141
1,DR 2,24,516.9104367719302
1,DR 2,25,438.7600014185289
1,DR 2,26,480.59833295211405
1,DR 2,27,517.8876302673533
1,DR 2,28,543.934246450202
1,DR 2,29,555.98291686696
2,DR 2,0,-4621.86038030093
2,DR 2,1,-695.6131911422799
2,DR 2,2,-583.9156199102351
2,DR 2,3,-102.77969026375513
2,DR 2,4,555.5276279411963
2,DR 2,5,555.9706102990701
2,DR 2,6,500.05356362969644
2,DR 2,7,568.3266892473487
2,DR 2,8,502.12594077048425
2,DR 2,9,481.7472501836421
2,DR 2,10,457.95553971310505
2,DR 2,11,492.0386190259635
2,DR 2,12,469.53775524073114
2,DR 2,13,461.88860148374175
2,DR 2,14,412.6240315012506
2,DR 2,15,418.1181558148527
2,DR 2,16,395.35787340315625
2,DR 2,17,460.7182516549952
2,DR 2,18,513.4478873695879
2,DR 2,19,556.2982923572766
2,DR 2,20,524.7202173969124
2,DR 2,21,529.236216341902
2,DR 2,22,577.552767367721
2,DR 2,23,507.55751227449804
2,DR 2,24,577.311249496571
2,DR 2,25,608.8245736710203
2,DR 2,26,582.7495300318903
2,DR 2,27,514.1414097734795
2,DR 2,28,565.6430442064695
2,DR 2,29,521.5620341729
3,DR 2,0,-3864.987994326307
3,DR 2,1,-20.226637828180852
3,DR 2,2,364.05448809911803
3,DR 2,3,531.9369308500205
3,DR 2,4,502.21437292057175
3,DR 2,5,506.81631403583253
3,DR 2,6,549.7179355696311
3,DR 2,7,528.4183679940131
3,DR 2,8,609.9216657965953
3,DR 2,9,639.9475561242849
3,DR 2,10,540.4150987763691
3,DR 2,11,597.1035808635672
3,DR 2,12,598.9732337276114
3,DR 2,13,575.0754558689416
3,DR 2,14,588.6887531877494
3,DR 2,15,610.9938525650124
3,DR 2,16,567.764008452451
3,DR 2,17,427.257427666683
3,DR 2,18,431.76485821151755
3,DR 2,19,523.3967657890457
3,DR 2,20,488.1988627448275
3,DR 2,21,482.07043409796734
3,DR 2,22,406.13830274443023
3,DR 2,23,381.97323423637147
3,DR 2,24,391.56596735511323
3,DR 2,25,389.5721681678229
3,DR 2,26,445.8014096548435
3,DR 2,27,448.9069411260844
3,DR 2,28,537.3930050188594
3,DR 2,29,542.6969360982928
4,DR 2,0,-4433.266187635731
4,DR 2,1,-5435.661016747206
4,DR 2,2,-344.36863648333957
4,DR 2,3,-109.30326878831994
4,DR 2,4,-34.05786360200195
4,DR 2,5,-58.925703722224746
4,DR 2,6,-20.408594433333477
4,DR 2,7,123.03969366780098
4,DR 2,8,69.3641313829433
4,DR 2,9,101.7622395003992
4,DR 2,10,9.539688161683035
4,DR 2,11,25.43720988527149
4,DR 2,12,117.18282584222385
4,DR 2,13,316.47639671799544
4,DR 2,14,413.3499246048569
4,DR 2,15,454.81916885901865
4,DR 2,16,394.381610551636
4,DR 2,17,451.75468459700016
4,DR 2,18,461.8410257121981
4,DR 2,19,485.46366342573174
4,DR 2,20,441.1533146333539
4,DR 2,21,497.97276803753533
4,DR 2,22,414.8689082892832
4,DR 2,23,481.1264783834112
4,DR 2,24,419.88763119923124
4,DR 2,25,349.1422722019969
4,DR 2,26,384.86552263554154
4,DR 2,27,476.5286165023252
4,DR 2,28,275.6452806130448
4,DR 2,29,433.67980829198024
0,DR 3,0,-6734.137725825962
0,DR 3,1,-160.10735205709472
0,DR 3,2,81.32242212800499
0,DR 3,3,244.7020345654141
0,DR 3,4,251.9923789881147
0,DR 3,5,485.18464026009286
0,DR 3,6,550.6936887370273
0,DR 3,7,562.403591634318
0,DR 3,8,668.6518661096277
0,DR 3,9,731.6710596189223
0,DR 3,10,774.989145885894
0,DR 3,11,869.5987583074067
0,DR 3,12,805.9751907514403
0,DR 3,13,867.272960807055
0,DR 3,14,785.7852911765574
0,DR 3,15,941.94145972717
0,DR 3,16,854.3258849920583
0,DR 3,17,878.4354119592057
0,DR 3,18,862.2041025277474
0,DR 3,19,895.9957267794872
0,DR 3,20,855.2661675472673
0,DR 3,21,957.6661456217529
0,DR 3,22,809.6316083513324
0,DR 3,23,861.690776041547
0,DR 3,24,806.9379377349258
0,DR 3,25,855.8848410970701
0,DR 3,26,821.3284940282527
0,DR 3,27,738.5936307349717
0,DR 3,28,748.0459002719147
0,DR 3,29,729.3897619441182
1,DR 3,0,-5310.280832939218
1,DR 3,1,-373.75599482835037
1,DR 3,2,329.7129313830152
1,DR 3,3,391.1415098148649
1,DR 3,4,447.0820868370088
1,DR 3,5,494.6345254251322
1,DR 3,6,396.63481512044615
1,DR 3,7,485.28829066556807
1,DR 3,8,429.2130824196692
1,DR 3,9,477.6871152530319
1,DR 3,10,614.3095478547793
1,DR 3,11,417.9633841917516
1,DR 3,12,621.9136717644578
1,DR 3,13,445.7013222499588
1,DR 3,14,538.2598707694193
1,DR 3,15,662.9318310530264
1,DR 3,16,540.7069367826645
1,DR 3,17,555.3456539344947
1,DR 3,18,510.5357582174913
1,DR 3,19,560.4649304476636
1,DR 3,20,489.2099941347267
1,DR 3,21,615.2931443620245
1,DR 3,22,615.5710241388035
1,DR 3,23,460.9337610875547
1,DR 3,24,479.9157931699814
1,DR 3,25,364.572445834547
1,DR 3,26,407.76871866089124
1,DR 3,27,481.90369801843815
1,DR 3,28,570.728309733039
1,DR 3,29,533.0935482450404
2,DR 3,0,-2068.334691536653
2,DR 3,1,-1637.5913450852156
2,DR 3,2,-3103.9425825785324
2,DR 3,3,517.0011958293541
2,DR 3,4,840.4172143368304
2,DR 3,5,727.3471752643645
2,DR 3,6,632.7327946715407
2,DR 3,7,694.3908981075309
2,DR 3,8,708.2363224436422
2,DR 3,9,708.1319825524993
2,DR 3,10,693.0028615167403
2,DR 3,11,723.7802767203549
2,DR 3,12,709.7270785664817
2,DR 3,13,640.7061771491632
2,DR 3,14,599.0176491037508
2,DR 3,15,707.7295257913368
2,DR 3,16,611.847932740265
2,DR 3,17,705.6564976217953
2,DR 3,18,633.6657607504111
2,DR 3,19,699.3219080851037
2,DR 3,20,656.3108683518877
2,DR 3,21,649.1359548249858
2,DR 3,22,610.6618400687764
2,DR 3,23,631.2183602479458
2,DR 3,24,753.0238621081323
2,DR 3,25,723.0791518568634
2,DR 3,26,761.6516952627974
2,DR 3,27,737.5798879979034
2,DR 3,28,636.5362245332865
2,DR 3,29,714.8991740868719
3,DR 3,0,-6107.0596745751955
3,DR 3,1,-1290.9487607159408
3,DR 3,2,615.5639461392468
3,DR 3,3,603.1428136646351
3,DR 3,4,682.9913996585826
3,DR 3,5,664.3742328704374
3,DR 3,6,809.2856473574135
3,DR 3,7,830.5153168650953
3,DR 3,8,857.5546188561025
3,DR 3,9,859.2743613210465
3,DR 3,10,800.0743197407564
3,DR 3,11,913.6257174905227
3,DR 3,12,839.5079746515656
3,DR 3,13,839.5658055534774
3,DR 3,14,799.8727853604653
3,DR 3,15,808.8479114184698
3,DR 3,16,775.7690481313533
3,DR 3,17,745.4569107625301
3,DR 3,18,717.9523225860504
3,DR 3,19,789.3439959340034
3,DR 3,20,698.0021923233695
3,DR 3,21,718.0725935006553
3,DR 3,22,664.8700271148755
3,DR 3,23,524.29666820109
3,DR 3,24,781.757265482617
3,DR 3,25,610.2835278872769
3,DR 3,26,565.7442814075105
3,DR 3,27,657.4393886861595
3,DR 3,28,769.2439532920345
3,DR 3,29,673.1730697485183
4,DR 3,0,-3543.334921598162
4,DR 3,1,-0.9658679811956399
4,DR 3,2,-321.5174237205826
4,DR 3,3,-168.19219121869585
4,DR 3,4,163.223690653613
4,DR 3,5,229.12153286612042
4,DR 3,6,403.63961319550856
4,DR 3,7,450.1154293392335
4,DR 3,8,439.5894368483469
4,DR 3,9,520.1038438857311
4,DR 3,10,470.3021976468043
4,DR 3,11,496.01966191398003
4,DR 3,12,522.580203265422
4,DR 3,13,609.4725117380681
4,DR 3,14,584.3526791474291
4,DR 3,15,647.9704305942666
4,DR 3,16,581.1125528738081
4,DR 3,17,630.0864574294877
4,DR 3,18,448.9983513445866
4,DR 3,19,606.8078053872811
4,DR 3,20,564.2867847156477
4,DR 3,21,694.3450430385417
4,DR 3,22,573.5978204190797
4,DR 3,23,615.3441742377737
4,DR 3,24,598.76941333332
4,DR 3,25,496.3698894076439
4,DR 3,26,612.7766430211734
4,DR 3,27,576.4278967139992
4,DR 3,28,482.50338377323015
4,DR 3,29,645.1962689252762
