Run,Agent,Iteration,Overbid Regret
0,DR 3,22,593.8378802414178
0,DR 3,23,597.8777650787259
0,DR 3,24,695.5421378354513
0,DR 3,25,768.917366883351
0,DR 3,26,766.695773930457
0,DR 3,27,726.3220559598625
0,DR 3,28,450.4109456819658
0,DR 3,29,450.2538990730802
1,DR 1,0,443.6330872206976
1,DR 1,1,709.7179147020624
1,DR 1,2,539.0114503752445
1,DR 1,3,396.33812511803217
1,DR 1,4,462.76604065905826
1,DR 1,5,415.17431352630814
1,DR 1,6,431.1929897641798
1,DR 1,7,443.56389462146456
1,DR 1,8,468.12283579892625
1,DR 1,9,452.0804394443856
1,DR 1,10,431.50164214284064
1,DR 1,11,430.753802715987
1,DR 1,12,415.27330555075235
1,DR 1,13,343.61200032623634
1,DR 1,14,426.44669609354116
1,DR 1,15,329.5199966322191
1,DR 1,16,406.12412791276455
1,DR 1,17,448.5273303931816
1,DR 1,18,426.6603089888313
1,DR 1,19,468.6047946980547
1,DR 1,20,394.7527196107121
1,DR 1,21,458.56080736901595
1,DR 1,22,448.69865871783736
1,DR 1,23,517.7835981598412
1,DR 1,24,540.7449650143399
1,DR 1,25,532.3997973496718
1,DR 1,26,632.8512891074372
1,DR 1,27,793.3179092039143
1,DR 1,28,797.3817157960577
1,DR 1,29,497.2362793231033
1,DR 2,0,1692.943431454281
1,DR 2,1,958.287796029861
1,DR 2,2,744.9455668675621
1,DR 2,3,1187.4747226349018
1,DR 2,4,1122.6056218048234
1,DR 2,5,941.2469708133084
1,DR 2,6,984.4955070862771
1,DR 2,7,559.0678042360828
1,DR 2,8,626.1065986266718
1,DR 2,9,490.25751081088464
1,DR 2,10,569.0845516424073
1,DR 2,11,562.9361383769254
1,DR 2,12,635.8272609807957
1,DR 2,13,645.4449772660516
1,DR 2,14,564.4681257210095
1,DR 2,15,572.6551189967948
1,DR 2,16,661.0933091943323
1,DR 2,17,567.0810712455345
1,DR 2,18,603.8773155181964
1,DR 2,19,582.1429539299561
1,DR 2,20,640.5113238083452
1,DR 2,21,606.3542759401187
1,DR 2,22,546.1029826722956
1,DR 2,23,482.79229405143496
1,DR 2,24,436.0109756941879
1,DR 2,25,497.250339892978
1,DR 2,26,496.1452965619095
1,DR 2,27,481.5278762457833
1,DR 2,28,469.0926402438397
1,DR 2,29,510.9537340915468
1,DR 3,0,1958.2756561268777
1,DR 3,1,629.3957428612946
1,DR 3,2,603.6640734364505
1,DR 3,3,517.0611143099455
1,DR 3,4,442.4418440602029
1,DR 3,5,568.5380626631938
1,DR 3,6,555.4859545511224
1,DR 3,7,708.037960899663
1,DR 3,8,643.161814916851
1,DR 3,9,688.9242925104552
1,DR 3,10,642.9520824129527
1,DR 3,11,618.9759348415541
1,DR 3,12,470.93441976506443
1,DR 3,13,568.2807772519163
1,DR 3,14,487.35635330067566
1,DR 3,15,572.7731409942976
1,DR 3,16,480.32125640009616
1,DR 3,17,545.6715257421765
1,DR 3,18,525.7640827144978
1,DR 3,19,528.6437022630994
1,DR 3,20,555.8996761963294
1,DR 3,21,441.87510164814694
1,DR 3,22,489.72965861520277
1,DR 3,23,581.7630404391869
1,DR 3,24,668.5436834997478
1,DR 3,25,661.873102501922
1,DR 3,26,528.874136038885
1,DR 3,27,453.1818575294859
1,DR 3,28,413.9903933611422
1,DR 3,29,473.587683076478
2,DR 1,0,1481.927735169267
2,DR 1,1,939.537940103588
2,DR 1,2,457.7033026721141
2,DR 1,3,1063.1873061898623
2,DR 1,4,1145.5607637932426
2,DR 1,5,1144.446646708081
2,DR 1,6,992.8635949769787
2,DR 1,7,1000.7206221553763
2,DR 1,8,1028.4784641570227
2,DR 1,9,1063.4325956255457
2,DR 1,10,1043.6405011282095
2,DR 1,11,925.8047607376146
2,DR 1,12,994.0262106936269
2,DR 1,13,743.403939201043
2,DR 1,14,866.4418355425785
2,DR 1,15,736.4926392324855
2,DR 1,16,758.1032478981164
2,DR 1,17,716.7986131615373
2,DR 1,18,676.635430378004
2,DR 1,19,706.0885303074081
2,DR 1,20,734.2897983563657
2,DR 1,21,751.6269753793206
2,DR 1,22,526.3009151637395
2,DR 1,23,605.9632203091406
2,DR 1,24,589.9496296009116
2,DR 1,25,584.3305282686401
2,DR 1,26,577.2427397498102
2,DR 1,27,536.8572139368353
2,DR 1,28,428.63470075378746
2,DR 1,29,428.71598545436325
2,DR 2,0,1665.9369517820644
2,DR 2,1,446.0787237360703
2,DR 2,2,510.7404126857129
2,DR 2,3,729.4921281897764
2,DR 2,4,345.29542700253626
2,DR 2,5,326.78044565101004
2,DR 2,6,461.62009853404453
2,DR 2,7,381.74308621636436
2,DR 2,8,376.831245952623
2,DR 2,9,291.2534862451239
2,DR 2,10,355.7626170685887
2,DR 2,11,324.32513911674744
2,DR 2,12,326.484842019373
2,DR 2,13,423.897663201676
2,DR 2,14,551.0079171963675
2,DR 2,15,416.7522113943528
2,DR 2,16,389.8919885337449
2,DR 2,17,335.32405788644905
2,DR 2,18,317.1258708011576
2,DR 2,19,350.4539269856897
2,DR 2,20,366.64187663427117
2,DR 2,21,329.5636230780738
2,DR 2,22,440.68552906887476
2,DR 2,23,510.1595968064288
2,DR 2,24,308.51852980354124
2,DR 2,25,302.0199145206486
2,DR 2,26,323.46790786125666
2,DR 2,27,367.98708287362643
2,DR 2,28,375.3265659595016
2,DR 2,29,450.04582842820685
2,DR 3,0,798.337081122093
2,DR 3,1,1513.6936746705837
2,DR 3,2,2026.3764965765804
2,DR 3,3,377.9412144622315
2,DR 3,4,446.6787747034105
2,DR 3,5,419.02018071011594
2,DR 3,6,393.2995320938703
2,DR 3,7,429.6817133944587
2,DR 3,8,378.83360743919684
2,DR 3,9,518.8268680494591
2,DR 3,10,473.494958697013
2,DR 3,11,479.62598282333494
2,DR 3,12,468.4105406481543
2,DR 3,13,394.8965923816144
2,DR 3,14,269.48311847837164
2,DR 3,15,439.7403897728234
2,DR 3,16,424.89230085549184
2,DR 3,17,562.7619019414878
2,DR 3,18,517.1584775400479
2,DR 3,19,451.3686004928603
2,DR 3,20,335.49860548776576
2,DR 3,21,434.9237117850052
2,DR 3,22,436.49830264716275
2,DR 3,23,279.52350917063666
2,DR 3,24,409.53398711574647
2,DR 3,25,364.30298460076796
2,DR 3,26,386.3081961575108
2,DR 3,27,336.2813884964992
2,DR 3,28,390.2519274101455
2,DR 3,29,367.0019550602737
3,DR 1,0,384.6374627757194
3,DR 1,1,1133.107230845489
3,DR 1,2,763.4904860304443
3,DR 1,3,225.65331968650227
3,DR 1,4,264.70641074828063
3,DR 1,5,301.1245146293181
3,DR 1,6,379.7808770497933
3,DR 1,7,339.7853437827047
3,DR 1,8,328.3911806688032
3,DR 1,9,311.4563146221646
3,DR 1,10,396.523043377998
3,DR 1,11,344.25675535095286
3,DR 1,12,237.4747723162513
3,DR 1,13,288.748829315095
3,DR 1,14,288.96856110996805
3,DR 1,15,356.3603417256873
3,DR 1,16,341.94312665258565
3,DR 1,17,357.44120891279573
3,DR 1,18,341.5925564429442
3,DR 1,19,421.6310252299296
3,DR 1,20,379.8341666628029
3,DR 1,21,352.3872762653049
3,DR 1,22,371.37531150372166
3,DR 1,23,420.3746047951202
3,DR 1,24,354.85548056115596
3,DR 1,25,384.5994018425995
3,DR 1,26,238.34109434781158
3,DR 1,27,370.0602090960316
3,DR 1,28,480.03674551543054
3,DR 1,29,431.5684467354524
3,DR 2,0,1834.423453207767
3,DR 2,1,303.32836709746255
3,DR 2,2,334.09448739098144
3,DR 2,3,574.2598670974379
3,DR 2,4,556.9337804608592
3,DR 2,5,463.2937994325215
3,DR 2,6,437.9097384038715
3,DR 2,7,378.0754031580745
3,DR 2,8,411.54843662769895
3,DR 2,9,442.3493768470729
3,DR 2,10,444.08116618163206
3,DR 2,11,378.6111435467071
3,DR 2,12,535.5016268798307
3,DR 2,13,479.99138683553133
3,DR 2,14,418.96184153100444
3,DR 2,15,509.8516226394149
3,DR 2,16,623.3752131425374
3,DR 2,17,685.9322517457645
3,DR 2,18,676.1135029612971
3,DR 2,19,503.28230814152084
3,DR 2,20,563.0096488622153
3,DR 2,21,609.1667609932972
3,DR 2,22,622.9677044913542
3,DR 2,23,549.0859661313007
3,DR 2,24,445.18654607990106
3,DR 2,25,513.6867791467523
3,DR 2,26,567.612416926153
3,DR 2,27,532.3023722547886
3,DR 2,28,432.7968849315661
3,DR 2,29,436.75578790099695
3,DR 3,0,2591.992295658546
3,DR 3,1,977.9695296514737
3,DR 3,2,527.5856404211553
3,DR 3,3,1024.1735759303765
3,DR 3,4,850.8332809068033
3,DR 3,5,757.0867260491195
3,DR 3,6,599.9123047682226
3,DR 3,7,589.19338637498
3,DR 3,8,556.1313433664243
3,DR 3,9,581.1911756555203
3,DR 3,10,546.3065783045337
3,DR 3,11,526.69157503283
3,DR 3,12,622.1949890036834
3,DR 3,13,650.9886101143431
3,DR 3,14,664.6882086542455
3,DR 3,15,541.1986316184077
3,DR 3,16,472.191589850191
3,DR 3,17,466.0240992627182
3,DR 3,18,511.44689535896237
3,DR 3,19,494.861727263392
3,DR 3,20,502.5527303916278
3,DR 3,21,502.2989731344145
3,DR 3,22,572.6799954009184
3,DR 3,23,581.6094635579742
3,DR 3,24,661.4538351854856
3,DR 3,25,654.6724201363031
3,DR 3,26,746.6765656845455
3,DR 3,27,537.8415095297763
3,DR 3,28,543.9345994005771
3,DR 3,29,525.0758570742839
4,DR 1,0,801.4227841561798
4,DR 1,1,917.6481651345393
4,DR 1,2,263.7381493586844
4,DR 1,3,343.1060051579748
4,DR 1,4,270.3142731139145
4,DR 1,5,188.1724782756194
4,DR 1,6,227.7238144299787
4,DR 1,7,243.46827585136424
4,DR 1,8,333.32224729711396
4,DR 1,9,366.54039960520277
4,DR 1,10,405.45298737185453
4,DR 1,11,380.05879935664024
4,DR 1,12,313.80525808556746
4,DR 1,13,381.8132310376078
4,DR 1,14,442.40899183554075
4,DR 1,15,419.25284771279775
4,DR 1,16,432.4753013681502
4,DR 1,17,522.3807440768044
4,DR 1,18,537.585900555725
4,DR 1,19,520.6602077886405
4,DR 1,20,462.4444781447978
4,DR 1,21,462.1986842298192
4,DR 1,22,404.6136868842128
4,DR 1,23,415.55980469455784
4,DR 1,24,387.37632887471693
4,DR 1,25,373.53241877067126
4,DR 1,26,365.39176217566717
4,DR 1,27,466.0009339044215
4,DR 1,28,341.58280391957805
4,DR 1,29,361.90782417418717
4,DR 2,0,1794.209033502093
4,DR 2,1,3280.9496611475174
4,DR 2,2,1154.9077882223578
4,DR 2,3,945.5841730383397
4,DR 2,4,788.5242490801593
4,DR 2,5,946.8007374347029
4,DR 2,6,963.1382276488558
4,DR 2,7,916.6493884457949
4,DR 2,8,902.9430432659793
4,DR 2,9,981.0778657142139
4,DR 2,10,1000.3338848814581
4,DR 2,11,935.7948601546033
4,DR 2,12,933.6648518428028
4,DR 2,13,528.9492227217763
4,DR 2,14,398.36769237748723
4,DR 2,15,356.21118735206846
4,DR 2,16,335.0512012458555
4,DR 2,17,285.34728469814917
4,DR 2,18,281.43868425237775
4,DR 2,19,308.48260788668074
4,DR 2,20,336.52004357250246
4,DR 2,21,277.6067888390071
4,DR 2,22,254.35484759539312
4,DR 2,23,363.0464687913022
4,DR 2,24,372.83033108801726
4,DR 2,25,463.440579162953
4,DR 2,26,408.4021841878953
4,DR 2,27,447.3779492865505
4,DR 2,28,647.4636765614212
4,DR 2,29,447.05528395651106
4,DR 3,0,1185.771768949204
4,DR 3,1,111.35534119669543
4,DR 3,2,886.424866196988
4,DR 3,3,850.7927040461026
4,DR 3,4,893.54381721148
4,DR 3,5,912.0186888919168
4,DR 3,6,706.897606459454
4,DR 3,7,726.7316419120729
4,DR 3,8,591.3540815266529
4,DR 3,9,506.5865619360975
4,DR 3,10,513.3266630127464
4,DR 3,11,536.658840422462
4,DR 3,12,508.84648070345867
4,DR 3,13,615.7289569108632
4,DR 3,14,739.3625197181409
4,DR 3,15,767.0800368286802
4,DR 3,16,795.5602717231338
4,DR 3,17,764.1818972423368
4,DR 3,18,751.510621061535
4,DR 3,19,570.1489948160823
4,DR 3,20,672.912953656945
4,DR 3,21,707.7544044137031
4,DR 3,22,853.6712845457689
4,DR 3,23,700.2381664272957
4,DR 3,24,726.1544661211121
4,DR 3,25,713.6745888072867
4,DR 3,26,689.0235258581215
4,DR 3,27,608.0699407171228
4,DR 3,28,602.865539450838
4,DR 3,29,659.3832366905017
