Run,Agent,Iteration,Gross Utility
0,IPS 3,8,1910.8236157660135
0,IPS 3,9,1829.6586035768285
1,IPS 3,0,644.132368326059
1,IPS 3,1,943.8800255343508
1,IPS 3,2,1350.300893684837
1,IPS 3,3,1673.9814226754788
1,IPS 3,4,1700.45856516456
1,IPS 3,5,2022.5170421686098
1,IPS 3,6,2050.282991330452
1,IPS 3,7,2119.1227065185576
1,IPS 3,8,2085.7347469594397
1,IPS 3,9,2062.930008325341
2,IPS 3,0,875.2860155949585
2,IPS 3,1,1386.6015009746338
2,IPS 3,2,1783.8121244253825
2,IPS 3,3,1752.2108511091833
2,IPS 3,4,1857.2151683392574
2,IPS 3,5,1868.5416193407946
2,IPS 3,6,1910.4960737949502
2,IPS 3,7,1871.3780731301924
2,IPS 3,8,1730.7204930855798
2,IPS 3,9,1902.9353035867136
3,IPS 3,0,457.0829859451163
3,IPS 3,1,1594.6322336995474
3,IPS 3,2,1379.1188611573084
3,IPS 3,3,1162.1282498824617
3,IPS 3,4,1125.104360163893
3,IPS 3,5,1128.782405769258
3,IPS 3,6,1073.237749940976
3,IPS 3,7,1165.1043648994055
3,IPS 3,8,1236.779398524617
3,IPS 3,9,1190.9351978118639
4,IPS 3,0,492.5317041037766
4,IPS 3,1,1732.1441418729914
4,IPS 3,2,2706.7189590363078
4,IPS 3,3,2700.6845215636918
4,IPS 3,4,2869.0916039572426
4,IPS 3,5,2740.9011618187
4,IPS 3,6,2621.1723726938067
4,IPS 3,7,2565.787417010325
4,IPS 3,8,2554.886410486883
4,IPS 3,9,2677.154150144938
