Run,Iteration,Measure,Measure Name
0,0,7168.828716830989,Auction Revenue
0,1,5188.037320513243,Auction Revenue
0,2,4790.421996659311,Auction Revenue
0,3,4773.518075197475,Auction Revenue
0,4,4759.010823669655,Auction Revenue
0,5,4760.750374940705,Auction Revenue
0,6,4768.204332856252,Auction Revenue
0,7,4786.595938165535,Auction Revenue
0,8,4849.12937922743,Auction Revenue
0,9,4806.236582399677,Auction Revenue
0,10,4802.161434670699,Auction Revenue
0,11,4820.534616027429,Auction Revenue
0,12,4859.310463418953,Auction Revenue
0,13,4858.479039176606,Auction Revenue
0,14,4888.795942019537,Auction Revenue
0,15,4864.698861412833,Auction Revenue
0,16,4878.038914141451,Auction Revenue
0,17,4921.82695417416,Auction Revenue
0,18,4877.586765476863,Auction Revenue
0,19,4858.310460628708,Auction Revenue
1,0,7178.554064809721,Auction Revenue
1,1,5178.518753118716,Auction Revenue
1,2,4793.96831184937,Auction Revenue
1,3,4778.619197839206,Auction Revenue
1,4,4733.229662150996,Auction Revenue
1,5,4787.73014860169,Auction Revenue
1,6,4789.555036011935,Auction Revenue
1,7,4785.289582027749,Auction Revenue
1,8,4842.5373060922075,Auction Revenue
1,9,4796.466531556698,Auction Revenue
1,10,4839.433009393099,Auction Revenue
1,11,4854.483396470565,Auction Revenue
1,12,4852.024567591038,Auction Revenue
1,13,4843.421802906828,Auction Revenue
1,14,4895.697017489309,Auction Revenue
1,15,4872.152836669492,Auction Revenue
1,16,4857.7400063227415,Auction Revenue
1,17,4904.652504608237,Auction Revenue
1,18,4898.617660792969,Auction Revenue
1,19,4922.0325894059715,Auction Revenue
2,0,7181.617120774739,Auction Revenue
2,1,5157.433099231019,Auction Revenue
2,2,4772.6326585635725,Auction Revenue
2,3,4754.940961711686,Auction Revenue
2,4,4722.508640652906,Auction Revenue
2,5,4773.87873051861,Auction Revenue
2,6,4782.7059885938515,Auction Revenue
2,7,4815.970988848651,Auction Revenue
2,8,4852.848212194489,Auction Revenue
2,9,4849.123572854961,Auction Revenue
2,10,4825.76276648489,Auction Revenue
2,11,4859.386398682652,Auction Revenue
2,12,4886.065030250541,Auction Revenue
2,13,4825.267798127598,Auction Revenue
2,14,4876.744009877291,Auction Revenue
2,15,4883.08204755692,Auction Revenue
2,16,4865.338360368119,Auction Revenue
2,17,4874.030640981027,Auction Revenue
2,18,4918.625184507399,Auction Revenue
2,19,4910.806172813982,Auction Revenue
0,0,-102.60606145771061,Social Surplus
0,1,1978.8890118315683,Social Surplus
0,2,2432.7040763037853,Social Surplus
0,3,2420.1624533166873,Social Surplus
0,4,2370.9557004359153,Social Surplus
0,5,2360.736141437684,Social Surplus
0,6,2348.2878413942103,Social Surplus
0,7,2400.334232852728,Social Surplus
0,8,2277.550307648021,Social Surplus
0,9,2362.1284526060117,Social Surplus
0,10,2286.952160725948,Social Surplus
0,11,2251.3507243848726,Social Surplus
0,12,2281.5248471492987,Social Surplus
0,13,2256.213775142992,Social Surplus
0,14,2288.6163746609163,Social Surplus
0,15,2300.6488658812013,Social Surplus
0,16,2254.4838878035303,Social Surplus
0,17,2292.8657319736835,Social Surplus
0,18,2169.487872324427,Social Surplus
0,19,2183.6530605864614,Social Surplus
1,0,-73.34964863137175,Social Surplus
1,1,1995.6215228949231,Social Surplus
1,2,2339.6326515795536,Social Surplus
1,3,2419.3541337451043,Social Surplus
1,4,2527.398716417338,Social Surplus
1,5,2416.8183855377883,Social Surplus
1,6,2379.6265151309617,Social Surplus
1,7,2284.4945267784974,Social Surplus
1,8,2292.5191407980406,Social Surplus
1,9,2230.0229325621062,Social Surplus
1,10,2427.891116038843,Social Surplus
1,11,2234.3727129883896,Social Surplus
1,12,2330.42244191683,Social Surplus
1,13,2313.065919717844,Social Surplus
1,14,2337.1268492557097,Social Surplus
1,15,2278.481832696896,Social Surplus
1,16,2164.893146829181,Social Surplus
1,17,2252.0411037682866,Social Surplus
1,18,2200.2970626271094,Social Surplus
1,19,2307.6120854212995,Social Surplus
2,0,123.42959681359453,Social Surplus
2,1,1947.6142678588874,Social Surplus
2,2,2440.2123329970786,Social Surplus
2,3,2396.906673046363,Social Surplus
2,4,2426.377389607461,Social Surplus
2,5,2323.793072218901,Social Surplus
2,6,2306.638810759247,Social Surplus
2,7,2363.5988096446895,Social Surplus
2,8,2283.858058464733,Social Surplus
2,9,2272.590409893262,Social Surplus
2,10,2320.0679352426655,Social Surplus
2,11,2286.6732183404215,Social Surplus
2,12,2344.800583278371,Social Surplus
2,13,2222.1466011892835,Social Surplus
2,14,2304.7733791586584,Social Surplus
2,15,2388.2711607257347,Social Surplus
2,16,2193.2048508148787,Social Surplus
2,17,2285.789316659796,Social Surplus
2,18,2272.3532787927065,Social Surplus
2,19,2158.4909984904775,Social Surplus
0,0,7066.2226553732635,Social Welfare
0,1,7166.926332344799,Social Welfare
0,2,7223.126072963094,Social Welfare
0,3,7193.680528514142,Social Welfare
0,4,7129.966524105567,Social Welfare
0,5,7121.486516378378,Social Welfare
0,6,7116.492174250441,Social Welfare
0,7,7186.930171018253,Social Welfare
0,8,7126.679686875435,Social Welfare
0,9,7168.365035005694,Social Welfare
0,10,7089.113595396635,Social Welfare
0,11,7071.885340412273,Social Welfare
0,12,7140.835310568262,Social Welfare
0,13,7114.692814319587,Social Welfare
0,14,7177.412316680417,Social Welfare
0,15,7165.3477272940345,Social Welfare
0,16,7132.522801944984,Social Welfare
0,17,7214.692686147845,Social Welfare
0,18,7047.074637801252,Social Welfare
0,19,7041.963521215157,Social Welfare
1,0,7105.204416178351,Social Welfare
1,1,7174.140276013634,Social Welfare
1,2,7133.600963428905,Social Welfare
1,3,7197.973331584331,Social Welfare
1,4,7260.628378568315,Social Welfare
1,5,7204.548534139486,Social Welfare
1,6,7169.181551142876,Social Welfare
1,7,7069.784108806249,Social Welfare
1,8,7135.056446890249,Social Welfare
1,9,7026.489464118797,Social Welfare
1,10,7267.324125431939,Social Welfare
1,11,7088.856109458927,Social Welfare
