Run,Iteration,Measure,Measure Name
1,12,7182.447009507876,Social Welfare
1,13,7156.48772262468,Social Welfare
1,14,7232.823866745024,Social Welfare
1,15,7150.634669366394,Social Welfare
1,16,7022.63315315191,Social Welfare
1,17,7156.69360837651,Social Welfare
1,18,7098.914723420077,Social Welfare
1,19,7229.644674827255,Social Welfare
2,0,7305.046717588322,Social Welfare
2,1,7105.0473670898955,Social Welfare
2,2,7212.844991560634,Social Welfare
2,3,7151.847634758054,Social Welfare
2,4,7148.886030260364,Social Welfare
2,5,7097.671802737515,Social Welfare
2,6,7089.344799353074,Social Welfare
2,7,7179.569798493338,Social Welfare
2,8,7136.706270659206,Social Welfare
2,9,7121.713982748235,Social Welfare
2,10,7145.830701727558,Social Welfare
2,11,7146.059617023058,Social Welfare
2,12,7230.86561352889,Social Welfare
2,13,7047.414399316894,Social Welfare
2,14,7181.517389035963,Social Welfare
2,15,7271.353208282628,Social Welfare
2,16,7058.543211183012,Social Welfare
2,17,7159.819957640805,Social Welfare
2,18,7190.978463300097,Social Welfare
2,19,7069.297171304432,Social Welfare
