Run,Agent,Iteration,Gross Utility
0,"Oracle, DM (search) 1",0,1037.995008201753
0,"Oracle, DM (search) 1",1,1054.5465051215158
0,"Oracle, DM (search) 1",2,1064.2671664188765
0,"Oracle, DM (search) 1",3,1008.0860399855974
0,"Oracle, DM (search) 1",4,1046.7067468779524
0,"Oracle, DM (search) 1",5,1029.769949908334
0,"Oracle, DM (search) 1",6,999.8485655020144
0,"Oracle, DM (search) 1",7,981.047444024368
0,"Oracle, DM (search) 1",8,1077.1215215745156
0,"Oracle, DM (search) 1",9,1043.6278943948173
0,"Oracle, DM (search) 1",10,994.960319896782
0,"Oracle, DM (search) 1",11,982.8360567690783
0,"Oracle, DM (search) 1",12,1063.00240106686
0,"Oracle, DM (search) 1",13,983.3618465724941
0,"Oracle, DM (search) 1",14,1085.1667758269382
0,"Oracle, DM (search) 1",15,950.9851805704934
0,"Oracle, DM (search) 1",16,1017.6119317760587
0,"Oracle, DM (search) 1",17,1114.649519972232
0,"Oracle, DM (search) 1",18,964.8591646032464
0,"Oracle, DM (search) 1",19,1013.2943527760075
1,"Oracle, DM (search) 1",0,1035.3913940192974
1,"Oracle, DM (search) 1",1,1054.0700730282053
1,"Oracle, DM (search) 1",2,992.3830634893964
1,"Oracle, DM (search) 1",3,1071.436703742998
1,"Oracle, DM (search) 1",4,1047.2811062086744
1,"Oracle, DM (search) 1",5,1075.5906863535179
1,"Oracle, DM (search) 1",6,1008.8787489412649
1,"Oracle, DM (search) 1",7,1025.916546709324
1,"Oracle, DM (search) 1",8,1020.4360797776346
1,"Oracle, DM (search) 1",9,996.6731068544243
1,"Oracle, DM (search) 1",10,1020.5956708265974
1,"Oracle, DM (search) 1",11,970.9827230001533
1,"Oracle, DM (search) 1",12,993.4000897592472
1,"Oracle, DM (search) 1",13,974.9958204485913
1,"Oracle, DM (search) 1",14,1053.5310002466006
1,"Oracle, DM (search) 1",15,988.9606567508566
1,"Oracle, DM (search) 1",16,1022.5554072205838
1,"Oracle, DM (search) 1",17,1019.7265678748482
1,"Oracle, DM (search) 1",18,1044.2573053548797
1,"Oracle, DM (search) 1",19,937.2665704875567
2,"Oracle, DM (search) 1",0,1039.3280941248727
2,"Oracle, DM (search) 1",1,1003.5970906240397
2,"Oracle, DM (search) 1",2,1076.2398781224335
2,"Oracle, DM (search) 1",3,1072.4435646414486
2,"Oracle, DM (search) 1",4,1075.8438754946162
2,"Oracle, DM (search) 1",5,964.5433757775642
2,"Oracle, DM (search) 1",6,1032.6385397603478
2,"Oracle, DM (search) 1",7,952.0244247157291
2,"Oracle, DM (search) 1",8,1092.4696330765312
2,"Oracle, DM (search) 1",9,986.1840168188278
2,"Oracle, DM (search) 1",10,1062.2466116484945
2,"Oracle, DM (search) 1",11,1004.4519694982671
2,"Oracle, DM (search) 1",12,1054.0844498822507
2,"Oracle, DM (search) 1",13,1044.7038216512058
2,"Oracle, DM (search) 1",14,1089.579492188
2,"Oracle, DM (search) 1",15,1033.5523486201687
2,"Oracle, DM (search) 1",16,963.5677710125991
2,"Oracle, DM (search) 1",17,1017.9649491633031
2,"Oracle, DM (search) 1",18,996.2438346005171
2,"Oracle, DM (search) 1",19,1007.7181730488046
0,"Oracle, DM (search) 2",0,1135.1675840167184
0,"Oracle, DM (search) 2",1,1203.445115871757
0,"Oracle, DM (search) 2",2,1223.4608885662926
0,"Oracle, DM (search) 2",3,1193.263739123327
0,"Oracle, DM (search) 2",4,1186.317400573592
0,"Oracle, DM (search) 2",5,1176.470805174539
0,"Oracle, DM (search) 2",6,1117.3389265922779
0,"Oracle, DM (search) 2",7,1186.8359365426834
0,"Oracle, DM (search) 2",8,1124.535052183415
0,"Oracle, DM (search) 2",9,1179.9191216915403
0,"Oracle, DM (search) 2",10,1109.709433701867
0,"Oracle, DM (search) 2",11,1155.1372846305496
0,"Oracle, DM (search) 2",12,1133.099986636579
0,"Oracle, DM (search) 2",13,1194.0775052674235
0,"Oracle, DM (search) 2",14,1042.6525912210307
0,"Oracle, DM (search) 2",15,1195.5863515887042
0,"Oracle, DM (search) 2",16,1144.081516319187
0,"Oracle, DM (search) 2",17,1192.6210723588142
0,"Oracle, DM (search) 2",18,1041.0498041998262
0,"Oracle, DM (search) 2",19,1173.8531261981723
1,"Oracle, DM (search) 2",0,1173.1016558148665
1,"Oracle, DM (search) 2",1,1179.0921949595206
1,"Oracle, DM (search) 2",2,1208.0063690113172
