Run,Agent,Iteration,Overbid Regret
0,"Oracle, DM (search) 1",0,434.3698599524015
0,"Oracle, DM (search) 1",1,317.6753969238846
0,"Oracle, DM (search) 1",2,273.08933827447765
0,"Oracle, DM (search) 1",3,252.2287207569731
0,"Oracle, DM (search) 1",4,249.67229970277964
0,"Oracle, DM (search) 1",5,256.10893512319024
0,"Oracle, DM (search) 1",6,249.21263534118478
0,"Oracle, DM (search) 1",7,233.43915107786893
0,"Oracle, DM (search) 1",8,253.90895758409096
0,"Oracle, DM (search) 1",9,253.54465747599198
0,"Oracle, DM (search) 1",10,243.394886953298
0,"Oracle, DM (search) 1",11,254.47248756183325
0,"Oracle, DM (search) 1",12,269.9418688364906
0,"Oracle, DM (search) 1",13,258.1053035845303
0,"Oracle, DM (search) 1",14,264.38867443494223
0,"Oracle, DM (search) 1",15,246.9556551085156
0,"Oracle, DM (search) 1",16,266.74290510272783
0,"Oracle, DM (search) 1",17,269.3765058796007
0,"Oracle, DM (search) 1",18,250.34523555276422
0,"Oracle, DM (search) 1",19,258.55118795635957
0,"Oracle, DM (search) 2",0,476.77926753033944
0,"Oracle, DM (search) 2",1,333.43228470984343
0,"Oracle, DM (search) 2",2,288.5305118117345
0,"Oracle, DM (search) 2",3,279.6329095999934
0,"Oracle, DM (search) 2",4,267.9847495127998
0,"Oracle, DM (search) 2",5,242.7548950953738
0,"Oracle, DM (search) 2",6,250.1560876950456
0,"Oracle, DM (search) 2",7,254.79533244144443
0,"Oracle, DM (search) 2",8,269.049010678819
0,"Oracle, DM (search) 2",9,257.14117779666174
0,"Oracle, DM (search) 2",10,251.8118768638452
0,"Oracle, DM (search) 2",11,261.86386129551227
0,"Oracle, DM (search) 2",12,257.560194052864
0,"Oracle, DM (search) 2",13,263.2367991926639
0,"Oracle, DM (search) 2",14,240.55909700005918
0,"Oracle, DM (search) 2",15,290.14402019580257
0,"Oracle, DM (search) 2",16,255.83584445576236
0,"Oracle, DM (search) 2",17,258.4159815370204
0,"Oracle, DM (search) 2",18,245.20725273200753
0,"Oracle, DM (search) 2",19,283.0140361426798
0,"Oracle, DM (search) 3",0,347.94925770796414
0,"Oracle, DM (search) 3",1,207.93684726344483
0,"Oracle, DM (search) 3",2,231.43781394246045
0,"Oracle, DM (search) 3",3,228.06036817002834
0,"Oracle, DM (search) 3",4,218.1421070412519
0,"Oracle, DM (search) 3",5,230.9087019989141
0,"Oracle, DM (search) 3",6,231.1243482276261
0,"Oracle, DM (search) 3",7,237.33013879516943
0,"Oracle, DM (search) 3",8,239.853213299912
0,"Oracle, DM (search) 3",9,219.8729117136934
0,"Oracle, DM (search) 3",10,236.48186482116756
0,"Oracle, DM (search) 3",11,223.81400317214485
0,"Oracle, DM (search) 3",12,243.4910938466308
0,"Oracle, DM (search) 3",13,230.99806122197964
0,"Oracle, DM (search) 3",14,228.37150844705653
0,"Oracle, DM (search) 3",15,251.6388794338741
0,"Oracle, DM (search) 3",16,236.02036440685362
0,"Oracle, DM (search) 3",17,238.69618250963325
0,"Oracle, DM (search) 3",18,226.37076019034143
0,"Oracle, DM (search) 3",19,249.48401616269373
0,"Oracle, DM (search) 4",0,857.373238364974
0,"Oracle, DM (search) 4",1,552.5313534418831
0,"Oracle, DM (search) 4",2,402.82671372944156
0,"Oracle, DM (search) 4",3,381.2281478481775
0,"Oracle, DM (search) 4",4,383.5568990445404
0,"Oracle, DM (search) 4",5,379.33747468554196
0,"Oracle, DM (search) 4",6,375.408546776046
0,"Oracle, DM (search) 4",7,377.03828938287455
0,"Oracle, DM (search) 4",8,378.7656984489571
0,"Oracle, DM (search) 4",9,363.90056507762756
0,"Oracle, DM (search) 4",10,382.62574220744966
0,"Oracle, DM (search) 4",11,380.46807489139485
0,"Oracle, DM (search) 4",12,379.93712973648354
0,"Oracle, DM (search) 4",13,381.01162622048605
0,"Oracle, DM (search) 4",14,403.1060121534914
0,"Oracle, DM (search) 4",15,379.0210166149682
0,"Oracle, DM (search) 4",16,374.57802071178753
0,"Oracle, DM (search) 4",17,383.233546391765
0,"Oracle, DM (search) 4",18,421.0849929968295
0,"Oracle, DM (search) 4",19,361.0347121582455
0,"Oracle, DM (search) 5",0,487.617345519475
0,"Oracle, DM (search) 5",1,321.69038516362446
0,"Oracle, DM (search) 5",2,298.81115043700635
0,"Oracle, DM (search) 5",3,284.87874618589876
0,"Oracle, DM (search) 5",4,272.04282157974944
0,"Oracle, DM (search) 5",5,281.15629625492465
0,"Oracle, DM (search) 5",6,284.30565527597025
0,"Oracle, DM (search) 5",7,291.7515518349391
0,"Oracle, DM (search) 5",8,282.9496537651569
0,"Oracle, DM (search) 5",9,301.6885253622915
0,"Oracle, DM (search) 5",10,267.8817183350843
0,"Oracle, DM (search) 5",11,288.0104315698869
0,"Oracle, DM (search) 5",12,292.7566378499652
0,"Oracle, DM (search) 5",13,295.99396079264176
0,"Oracle, DM (search) 5",14,312.6023439496731
0,"Oracle, DM (search) 5",15,292.81548574271903
0,"Oracle, DM (search) 5",16,297.1523303323571
0,"Oracle, DM (search) 5",17,293.25741388845955
0,"Oracle, DM (search) 5",18,295.096144609754
0,"Oracle, DM (search) 5",19,276.5049519946955
0,"Oracle, DM (search) 6",0,481.52702269698057
0,"Oracle, DM (search) 6",1,334.67080687909595
0,"Oracle, DM (search) 6",2,268.58203944693855
0,"Oracle, DM (search) 6",3,270.69180072437973
0,"Oracle, DM (search) 6",4,249.13542009259857
0,"Oracle, DM (search) 6",5,249.0424529204471
0,"Oracle, DM (search) 6",6,246.39285188686762
0,"Oracle, DM (search) 6",7,252.5788791891885
0,"Oracle, DM (search) 6",8,248.29322784903496
0,"Oracle, DM (search) 6",9,251.3268067952901
0,"Oracle, DM (search) 6",10,251.1998621375751
0,"Oracle, DM (search) 6",11,254.90192222949165
0,"Oracle, DM (search) 6",12,246.03625032677212
0,"Oracle, DM (search) 6",13,257.63779517295575
0,"Oracle, DM (search) 6",14,243.98996338862065
0,"Oracle, DM (search) 6",15,251.95243438825614
0,"Oracle, DM (search) 6",16,259.12978910716384
0,"Oracle, DM (search) 6",17,248.4965237787409
0,"Oracle, DM (search) 6",18,249.18756943025642
0,"Oracle, DM (search) 6",19,258.8417516584798
1,"Oracle, DM (search) 1",0,452.50998612489053
1,"Oracle, DM (search) 1",1,314.9556500676643
1,"Oracle, DM (search) 1",2,268.8170856764891
1,"Oracle, DM (search) 1",3,264.2161082571321
1,"Oracle, DM (search) 1",4,251.71731627676462
1,"Oracle, DM (search) 1",5,255.06722916302687
1,"Oracle, DM (search) 1",6,244.91621788266082
1,"Oracle, DM (search) 1",7,256.08424664571083
1,"Oracle, DM (search) 1",8,249.6755750872379
1,"Oracle, DM (search) 1",9,247.10428315786413
1,"Oracle, DM (search) 1",10,254.0331210024636
1,"Oracle, DM (search) 1",11,239.88918977652767
1,"Oracle, DM (search) 1",12,246.33689363795085
1,"Oracle, DM (search) 1",13,237.550617544442
1,"Oracle, DM (search) 1",14,259.7181420239884
1,"Oracle, DM (search) 1",15,249.3309105085799
1,"Oracle, DM (search) 1",16,257.67500321988877
1,"Oracle, DM (search) 1",17,246.60754289616153
1,"Oracle, DM (search) 1",18,264.96115928216216
1,"Oracle, DM (search) 1",19,243.87056068460078
1,"Oracle, DM (search) 2",0,476.01676438647314
1,"Oracle, DM (search) 2",1,331.6567101040309
1,"Oracle, DM (search) 2",2,287.07845451163575
1,"Oracle, DM (search) 2",3,252.44766338923108
1,"Oracle, DM (search) 2",4,261.70773064202456
1,"Oracle, DM (search) 2",5,259.4205258874426
1,"Oracle, DM (search) 2",6,235.91167883469544
1,"Oracle, DM (search) 2",7,281.97256453510045
1,"Oracle, DM (search) 2",8,261.1349150199295
1,"Oracle, DM (search) 2",9,251.66696512754456
1,"Oracle, DM (search) 2",10,237.6691589263853
