Run,Agent,Iteration,Net Utility
0,Truthful Learnt 1,0,-849.6318887898021
0,Truthful Learnt 1,1,63.60107296027771
0,Truthful Learnt 1,2,428.35885425302484
0,Truthful Learnt 1,3,433.58592321823784
0,Truthful Learnt 1,4,496.7968185385788
0,Truthful Learnt 1,5,470.16820907527125
0,Truthful Learnt 1,6,444.42091925711236
0,Truthful Learnt 1,7,458.09047313037104
0,Truthful Learnt 1,8,423.6562230712597
0,Truthful Learnt 1,9,403.4028178248129
0,Truthful Learnt 1,10,426.16481805141717
0,Truthful Learnt 1,11,471.7216574287783
0,Truthful Learnt 1,12,436.84227920358956
0,Truthful Learnt 1,13,468.8480372245955
0,Truthful Learnt 1,14,428.17941360488624
0,Truthful Learnt 1,15,444.6932634614174
0,Truthful Learnt 1,16,397.29518627726173
0,Truthful Learnt 1,17,447.545252666792
0,Truthful Learnt 1,18,450.14327574188627
0,Truthful Learnt 1,19,421.29641321943654
1,Truthful Learnt 1,0,-1449.5145957252907
1,Truthful Learnt 1,1,-486.7942529370797
1,Truthful Learnt 1,2,384.64121087593725
1,Truthful Learnt 1,3,451.8581153205862
1,Truthful Learnt 1,4,363.3115859864073
1,Truthful Learnt 1,5,379.327736344526
1,Truthful Learnt 1,6,369.12593901967625
1,Truthful Learnt 1,7,369.40454113211814
1,Truthful Learnt 1,8,450.93423856185774
1,Truthful Learnt 1,9,404.8772500254377
1,Truthful Learnt 1,10,376.24886259274984
1,Truthful Learnt 1,11,416.71387188462495
1,Truthful Learnt 1,12,402.3491341591468
1,Truthful Learnt 1,13,425.6981563251164
1,Truthful Learnt 1,14,363.6463576267436
1,Truthful Learnt 1,15,365.1301593689559
1,Truthful Learnt 1,16,392.6062335355255
1,Truthful Learnt 1,17,362.69462605692263
1,Truthful Learnt 1,18,348.39564952036085
1,Truthful Learnt 1,19,380.82399525805437
2,Truthful Learnt 1,0,-2242.540491009312
2,Truthful Learnt 1,1,-260.77715683465635
2,Truthful Learnt 1,2,434.1559002671599
2,Truthful Learnt 1,3,422.1537720810792
2,Truthful Learnt 1,4,431.2108244371249
2,Truthful Learnt 1,5,399.95025565341325
2,Truthful Learnt 1,6,450.6640043187756
2,Truthful Learnt 1,7,394.3743706203845
2,Truthful Learnt 1,8,430.6768691028892
