Run,Agent,Iteration,Underbid Regret
0,IPS 1,0,1.2021158997277972
0,IPS 1,1,50.31500096245551
0,IPS 1,2,179.65610010216503
0,IPS 2,0,0.23020715406028136
0,IPS 2,1,40.12864985300527
0,IPS 2,2,132.48972490000864
0,IPS 3,0,5.759540933560851
0,IPS 3,1,59.23047741260331
0,IPS 3,2,49.34362125956457
1,IPS 1,0,3.852791378296746
1,IPS 1,1,155.8790373868594
1,IPS 1,2,134.42201396373673
1,IPS 2,0,18.095234238136165
1,IPS 2,1,46.362396267076726
1,IPS 2,2,49.07313532113222
1,IPS 3,0,9.642819895591437
1,IPS 3,1,52.51910722118565
1,IPS 3,2,134.31266005892257
