Run,Agent,Iteration,Overbid Regret
3,DM (policy) 2,9,413.3476073216076
3,DM (policy) 3,0,1761.2443282017905
3,DM (policy) 3,1,1170.961031417744
3,DM (policy) 3,2,386.4435129605845
3,DM (policy) 3,3,463.98182094643164
3,DM (policy) 3,4,363.6278443528895
3,DM (policy) 3,5,376.40433820354184
3,DM (policy) 3,6,408.5453871629645
3,DM (policy) 3,7,462.86165230677614
3,DM (policy) 3,8,427.3482943718163
3,DM (policy) 3,9,512.9550380788521
4,DM (policy) 1,0,1458.7039831322356
4,DM (policy) 1,1,778.7676003479723
4,DM (policy) 1,2,417.9768129160062
4,DM (policy) 1,3,373.8287978026917
4,DM (policy) 1,4,358.5727251666133
4,DM (policy) 1,5,322.2097786331742
4,DM (policy) 1,6,388.285972601451
4,DM (policy) 1,7,330.2131278918912
4,DM (policy) 1,8,378.290334844678
4,DM (policy) 1,9,360.7453840147041
4,DM (policy) 2,0,1336.5074371208702
4,DM (policy) 2,1,947.9231595042527
4,DM (policy) 2,2,409.81441234296267
4,DM (policy) 2,3,464.8837807360371
4,DM (policy) 2,4,457.9366068008177
4,DM (policy) 2,5,406.7699015043717
4,DM (policy) 2,6,440.10985733154155
4,DM (policy) 2,7,445.83972075154327
4,DM (policy) 2,8,420.6499958099464
4,DM (policy) 2,9,440.67343846959216
4,DM (policy) 3,0,832.1585226634536
4,DM (policy) 3,1,364.74648565565536
4,DM (policy) 3,2,457.0115696695602
4,DM (policy) 3,3,364.1400208627345
4,DM (policy) 3,4,380.14498658912754
4,DM (policy) 3,5,486.73762223931317
4,DM (policy) 3,6,404.3709087303595
4,DM (policy) 3,7,464.3231586950006
4,DM (policy) 3,8,430.09972737637963
4,DM (policy) 3,9,500.86752031829946
