Run,Agent,Iteration,Gross Utility
1,DM (policy) 3,4,2258.663740617352
1,DM (policy) 3,5,2100.280864464421
1,DM (policy) 3,6,2254.886751406311
1,DM (policy) 3,7,2345.2355779876693
1,DM (policy) 3,8,2212.204563634077
1,DM (policy) 3,9,2234.757094514472
2,DM (policy) 3,0,674.03804896403
2,DM (policy) 3,1,908.7096539512021
2,DM (policy) 3,2,1130.8904185081587
2,DM (policy) 3,3,1784.6042483411218
2,DM (policy) 3,4,2348.443049223972
2,DM (policy) 3,5,2189.0034286239156
2,DM (policy) 3,6,2241.618232480658
2,DM (policy) 3,7,2077.9491370619708
2,DM (policy) 3,8,2164.3389273260955
2,DM (policy) 3,9,2296.70509643031
3,DM (policy) 3,0,662.645395837363
3,DM (policy) 3,1,1392.3234406731685
3,DM (policy) 3,2,1495.8716864101934
3,DM (policy) 3,3,1735.3310619202814
3,DM (policy) 3,4,1688.0290280754411
3,DM (policy) 3,5,1746.9261534468797
3,DM (policy) 3,6,1855.9129505238634
3,DM (policy) 3,7,1929.149864381902
3,DM (policy) 3,8,1981.2772166421785
3,DM (policy) 3,9,2263.636543573576
4,DM (policy) 3,0,150.97650922467486
4,DM (policy) 3,1,972.826960228802
4,DM (policy) 3,2,1708.9722309959855
4,DM (policy) 3,3,1569.9332707170067
4,DM (policy) 3,4,1713.9176727292759
4,DM (policy) 3,5,2032.072724417518
4,DM (policy) 3,6,1747.715043205774
4,DM (policy) 3,7,1917.4457917082104
4,DM (policy) 3,8,1854.8014675893096
4,DM (policy) 3,9,1953.2799140359373
