Run,Iteration,Measure,Measure Name
4,3,1610.7165544772338,Social Surplus
4,4,1881.092553989382,Social Surplus
4,5,1695.662043253515,Social Surplus
4,6,1546.8762520384796,Social Surplus
4,7,1502.5784196233485,Social Surplus
4,8,1554.3925098478658,Social Surplus
4,9,1439.6397905994322,Social Surplus
0,0,1494.602859417944,Social Welfare
0,1,2531.6505156146873,Social Welfare
0,2,5151.52847820687,Social Welfare
0,3,5476.972420524196,Social Welfare
0,4,5376.336278318697,Social Welfare
0,5,5391.00548937538,Social Welfare
0,6,5492.7832571203335,Social Welfare
0,7,5397.194951543088,Social Welfare
0,8,5520.758110835946,Social Welfare
0,9,5438.711563188963,Social Welfare
1,0,1168.594889925465,Social Welfare
1,1,2616.6580098910727,Social Welfare
1,2,4786.9298715937475,Social Welfare
1,3,5336.102344556253,Social Welfare
1,4,5183.491497933678,Social Welfare
1,5,5291.777685235443,Social Welfare
1,6,5164.796323497336,Social Welfare
1,7,5365.2920547589565,Social Welfare
1,8,5224.045217837296,Social Welfare
1,9,5322.056092506204,Social Welfare
2,0,1439.3496078447617,Social Welfare
2,1,1808.483528825731,Social Welfare
2,2,3743.172680901712,Social Welfare
2,3,4086.9738020972345,Social Welfare
2,4,4987.663701149464,Social Welfare
2,5,5378.8441773231925,Social Welfare
2,6,5448.922240025558,Social Welfare
2,7,5402.162826716689,Social Welfare
2,8,5410.8091053248945,Social Welfare
2,9,5469.855585903425,Social Welfare
3,0,1706.6896466713677,Social Welfare
3,1,3007.4350690842593,Social Welfare
3,2,4429.9096227220325,Social Welfare
3,3,5174.725987800322,Social Welfare
3,4,5026.836613910702,Social Welfare
3,5,5084.851365577588,Social Welfare
3,6,5036.570421029677,Social Welfare
3,7,5078.485419872219,Social Welfare
3,8,5264.2248780929,Social Welfare
3,9,5390.1707666911625,Social Welfare
4,0,1509.834561141847,Social Welfare
4,1,3790.9468435320136,Social Welfare
4,2,4811.473117653767,Social Welfare
4,3,4969.2614598064665,Social Welfare
4,4,5201.611152032297,Social Welfare
4,5,5228.327392419322,Social Welfare
4,6,5209.09100614756,Social Welfare
4,7,5210.151893464061,Social Welfare
4,8,5296.265988434612,Social Welfare
4,9,5278.6855202595725,Social Welfare
